Date;Open;High;Low;Close ;Adj Close ;Volume
23/12/2022;48.1;48.6;47.9;48.5;44.9;1,403,000.0
22/12/2022;48.2;48.4;47.9;48.2;44.6;1,461,000.0
21/12/2022;48.3;48.7;48.0;48.3;44.6;2,254,100.0
20/12/2022;47.0;47.4;47.0;47.2;43.6;1,569,000.0
19/12/2022;47.0;47.3;46.8;47.0;43.4;2,139,300.0
16/12/2022;46.5;47.1;46.2;47.0;43.4;2,902,300.0
15/12/2022;47.6;47.8;47.1;47.2;43.6;1,984,500.0
14/12/2022;47.6;48.2;47.3;48.0;44.3;1,785,700.0
13/12/2022;47.5;47.7;47.0;47.0;43.5;2,215,600.0
12/12/2022;46.8;47.0;46.4;46.7;43.1;2,745,200.0
9/12/2022;46.7;46.9;46.2;46.3;42.8;2,920,900.0
8/12/2022;46.9;47.2;46.7;46.9;43.4;4,012,200.0
7/12/2022;47.5;48.1;47.4;47.9;44.3;5,419,400.0
6/12/2022;45.1;49.8;44.5;48.6;44.9;11,620,000.0
5/12/2022;44.9;45.2;44.9;44.9;41.5;1,551,100.0
2/12/2022;45.2;45.3;44.8;45.0;41.6;1,966,900.0
